ID	001_VA	004_RF	011_MA	015_MA	019_LG	020_KN	021_JC	022_SM	024_JM	029_UW	037_ST	040_KB	041_MNL	042_SPA	045_NM	046_RM	052_WC	053_MA	060_DW	061_NA	064_WAW	065_MWA	067_RM	069_EJK	071_KC	074_DC	075_SM	078_AT	079_MC	082_SW	083_AP	084_JP	088_PB	089_AA	091_FC	092_TP	093_SD	094_MG	095_SB	098_LD	100_BC	101_MB	103_ML	104_GL	106_FC	107_ZC	111_AG	113_KD	115_FR	122_KM	302_TK	303_EG	304_RK	305_FK	306_RS	307_GK	308_VM	309_PK	310_GM	311_MK	312_KN	313_VM	314_SP	315_SK	317_TG	319_DM	320_ST	321_RM	322_LT	324_AT	329_NW	332_MW	333_MW	334_BT	335_LK	336_PT	337_TP	338_EC	339_GK	340_CM	341_ST	343_VB	344_SB	345_MK	346_JS	347_RT	348_DO	349_GS	352_AB	354_AK	357_WT	359_AB	360_JG	364_JZ	367_RL	370_WH	371_SK	379_JP	382_JK	385_CP
Butyricimonas_synergistica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	523	0.0	0.0	1836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1645	0.0	0.0	0.0	426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9016	0.0	809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1247	0.0	0.0	0.0	0.0	0.0	0.0
Coprobacter_fastidiosus	400	0.0	1377	1417	125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	417	0.0	0.0	0.0	0.0	2975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	175	0.0	0.0	3289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26	0.0	0.0	0.0	268	0.0	2794	0.0	0.0	25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4256	154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	568	0.0	0.0	0.0
Odoribacter_laneus	0.0	104087	475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12877	0.0	0.0	0.0	0.0	0.0	0.0	3511	0.0	0.0	1272	0.0	401458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15816	24713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31916	236493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8557	0.0	0.0	16002	8405	0.0	0.0	0.0	0.0	0.0	0.0
Odoribacter_splanchnicus	10115	0.0	23899	28289	10851	0.0	34089	0.0	0.0	0.0	0.0	44642	14170	20358	0.0	0.0	0.0	18562	0.0	0.0	0.0	14691	0.0	36519	0.0	0.0	0.0	19946	19806	18098	0.0	17306	15730	0.0	0.0	0.0	28745	0.0	44257	125144	0.0	45885	25006	0.0	0.0	0.0	0.0	28481	22315	26717	62772	0.0	33377	0.0	52877	22381	38886	22473	10339	0.0	0.0	89552	13130	17427	0.0	0.0	12324	51274	0.0	0.0	0.0	33994	64627	0.0	0.0	0.0	80050	10654	20809	40129	10889	0.0	15309	27037	0.0	18860	13073	8766	13706	0.0	0.0	15123	0.0	0.0	11551	19188	24465	19635	24953	41700
Odoribacter_unclassified	0.0	0.0	0.0	0.0	0.0	914	0.0	0.0	1470	0.0	0.0	0.0	0.0	0.0	3530	2652	0.0	0.0	1986	2217	0.0	0.0	0.0	0.0	1312	0.0	630	0.0	0.0	0.0	0.0	0.0	0.0	3584	0.0	0.0	0.0	1901	0.0	0.0	0.0	0.0	0.0	2652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1930	1812	0.0	0.0	0.0	1407	612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1808	2536	1438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	655	0.0	0.0	0.0	0.0	0.0	3043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Parabacteroides_distasonis	38864	21803	79961	48305	1146	83191	124866	177618	7791	168	1112	0.0	0.0	12140	0.0	0.0	4077	428	60175	398	1701	22381	5444	0.0	5286	17436	2927	0.0	4508	4982	0.0	26252	2740	2242	0.0	1613	0.0	215	1622	0.0	675	23719	0.0	19244	23818	49985	98	827	40289	2438	70724	912	347	3994	0.0	18832	16641	21066	551	27575	4544	53726	917	32042	0.0	85764	1925	0.0	44764	25397	22897	746	0.0	2653	0.0	67848	120300	1988	2668	91264	22195	214488	1184	47835	0.0	60542	43522	0.0	0.0	2437	20810	0.0	7410	38038	25027	57152	34995	67253	4204	1157
Parabacteroides_goldsteinii	12267	454	0.0	0.0	0.0	0.0	0.0	17556	2731	0.0	0.0	0.0	4108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5146	0.0	12866	0.0	547	0.0	1117	0.0	0.0	0.0	16083	0.0	0.0	0.0	0.0	0.0	2827	23711	0.0	0.0	0.0	0.0	685	181	0.0	13694	0.0	11579	0.0	4414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3860	0.0	0.0	718	0.0	0.0	11579	16083	0.0	19276	880	0.0	0.0	0.0	3423	0.0	81407	0.0	91	10132	0.0	25353	0.0	1418	0.0	0.0	0.0	0.0	405	0.0	0.0	0.0	7428	1496	1369	0.0	0.0	5819
Parabacteroides_johnsonii	12072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	661	33	1260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	465	13907	0.0	0.0	0.0
Parabacteroides_merdae	7662	12147	58267	31609	49693	0.0	1538	97634	30524	8175	0.0	132836	39877	13475	49149	22128	8645	33570	30121	19352	9964	26006	29825	359427	28129	8813	30091	0.0	0.0	8911	23598	18423	123666	6939	0.0	6986	63442	18082	6119	134221	5916	32850	0.0	14702	123890	356210	5847	88819	92962	19803	222740	231946	33833	16360	10552	34822	21911	27729	56813	28115	52933	77746	10185	66571	23691	0.0	156267	0.0	55287	26197	0.0	120226	0.0	8551	23170	166019	44	1773	7632	301877	52338	0.0	51607	0.0	0.0	36208	99400	4840	26626	62181	20660	28016	8313	0.0	31708	5226	39418	218064	0.0	0.0
Parabacteroides_unclassified	21300	9212	17387	0.0	129344	267431	304923	0.0	59954	0.0	2189	0.0	0.0	6527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9319	0.0	0.0	0.0	0.0	0.0	105192	111753	0.0	0.0	12990	0.0	464796	0.0	0.0	0.0	29484	1588	0.0	0.0	139786	53044	33055	0.0	0.0	0.0	39016	0.0	0.0	0.0	161207	0.0	0.0	47710	38418	64639	5186	0.0	20176	0.0	90629	24142	487	18960	251870	0.0	0.0	0.0	0.0	45104	0.0	31178	0.0	17375	252755	49566	39056	0.0	0.0	0.0	31553	0.0	39257	0.0	0.0	0.0	0.0	45726	0.0	0.0	0.0	10578	195594	0.0	0.0	0.0	0.0	9045	5777
Porphyromonas_asaccharolytica	0.0	0.0	0.0	0.0	0.0	0.0	139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1429	0.0	0.0	0.0	0.0	10	0.0	0.0	0.0	16491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Porphyromonas_bennonis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Porphyromonas_endodontalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Porphyromonas_gingivalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Porphyromonas_somerae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Porphyromonas_uenonis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Paraprevotella_clara	0.0	0.0	20719	38	0.0	0.0	0.0	0.0	0.0	38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1412	0.0	6663	0.0	12929	0.0	0.0	0.0	4803	0.0	0.0	0.0	0.0	0.0	12990	0.0	0.0	0.0	504	0.0	2225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20591	0.0	2846	14862	0.0	9806	3534	693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11668	0.0	0.0	4743	0.0	9734	9991	0.0	238	0.0	3893	6063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1419	0.0	0.0	0.0	0.0	42916
Paraprevotella_unclassified	0.0	0.0	122835	2074	0.0	0.0	687	0.0	0.0	3134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6345	0.0	24610	3196	52877	0.0	0.0	0.0	10650	0.0	0.0	0.0	0.0	0.0	61280	0.0	1403	0.0	2379	0.0	8895	0.0	0.0	716	0.0	0.0	0.0	0.0	0.0	2714	79243	0.0	5683	36968	0.0	34496	8305	3047	0.0	0.0	0.0	0.0	6748	0.0	0.0	1243	28813	774	0.0	15545	0.0	27781	39930	0.0	1905	0.0	23181	12877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27196	526	0.0	0.0	0.0	0.0	0.0	0.0	6449	0.0	0.0	0.0	0.0	131620
Paraprevotella_xylaniphila	0.0	0.0	2743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	610	0.0	1356	0.0	0.0	0.0	61	0.0	0.0	0.0	0.0	0.0	3606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2735	3105	0.0	0.0	1226	0.0	0.0	31	0.0	0.0	0.0	0.0	0.0	21302	0.0	0.0	0.0	490	1171	0.0	0.0	0.0	250	249	0.0	0.0	0.0	247	161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94048	2051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	126
Prevotella_bivia	0.0	0.0	0.0	0.0	0.0	0.0	746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prevotella_buccae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prevotella_buccalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prevotella_copri	407163	3288	627816	164363	3500	555	11364	0.0	0.0	210547	124906	0.0	362071	0.0	0.0	1479371	1087978	31571	1392449	676518	257059	0.0	426201	0.0	0.0	475491	1689	100270	0.0	0.0	0.0	349456	762442	26438	0.0	71908	287311	322639	151	2388	36606	413	1217496	0.0	0.0	234	1884541	34875	168823	269589	0.0	0.0	0.0	1887253	156361	8110	0.0	93595	0.0	0.0	0.0	0.0	149773	1596369	104912	0.0	163166	0.0	10268	4320	0.0	0.0	0.0	125529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2767	0.0	608225	59642	722	25983	0.0	4096	0.0	0.0	938	48298	0.0
Prevotella_denticola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	860	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prevotella_disiens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1183
Prevotella_oralis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prevotella_stercorea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	917	38309	0.0	238726	0.0	0.0	0.0	0.0	12392	0.0	223525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	204757	3826	0.0	16292	0.0	0.0	0.0	0.0	841	0.0	799562	0.0	0.0	0.0	1187	1442	0.0	0.0	0.0	0.0	0.0	65193	101095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87027	0.0	0.0	0.0	12970	0.0	0.0	0.0	27	0.0	0.0	102	0.0	0.0	0.0	466326	0.0	0.0	36789	0.0	0.0	0.0	0.0	1037	0.0	0.0	0.0	85	0.0	0.0	26	0.0	0.0	0.0	0.0	4918	0.0	55
Prevotella_timonensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	460	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alistipes_finegoldii	0.0	3261	13704	8380	5142	73036	52126	7037	773	0.0	0.0	43196	5034	4778	951	0.0	1880	14128	19902	1808	98	8323	630	63286	16171	2348	198	2326	38848	11280	238	13161	19402	2650	23165	10339	24825	4630	0.0	35495	2252	45503	2956	23647	6477	31053	68	21841	53020	956	41700	8753	96573	0.0	3370	3786	1917	31370	4821	3148	1829	94455	1070	4652	2325	2262	67104	4360	67	164	262	7544	26965	0.0	791	0.0	9792	0.0	2171	34991	2641	1381	6754	39704	0.0	19770	13225	0.0	34	407	1167	0.0	0.0	8597	5626	14280	0.0	1962	5727	10384
Alistipes_indistinctus	7823	2726	1477	7232	0.0	0.0	0.0	0.0	149	0.0	0.0	0.0	0.0	580	0.0	153	0.0	456	4610	503	281	1652	41	0.0	0.0	1255	0.0	409	5559	600	0.0	1438	7436	604	0.0	0.0	2639	0.0	135	0.0	0.0	2742	4098	268	0.0	0.0	622	818	68708	1847	489	8413	12760	0.0	77483	34146	0.0	607	1596	3545	0.0	1174	0.0	1000	2736	5498	172	28682	3421	5505	0.0	26642	0.0	0.0	963	0.0	0.0	0.0	1159	96	2420	18729	5243	4309	0.0	0.0	0.0	0.0	0.0	4669	0.0	0.0	0.0	1444	0.0	1810	354	0.0	0.0	11218
Alistipes_onderdonkii	1820	17615	481	5078	6894	98623	25938	111465	0.0	0.0	0.0	0.0	1511	6660	5853	10526	3332	3547	14671	392	794	9548	0.0	0.0	130687	3873	58	9671	29848	16417	0.0	27793	48419	6421	89646	23924	60452	14226	737	7934	2249	150701	984	52016	21471	318808	0.0	61800	106473	8572	0.0	87031	258830	0.0	3715	14300	11737	71208	0.0	3022	4954	178799	18161	503	13183	176033	164627	0.0	1597	2624	35574	16076	238	5123	303	0.0	4736	284	288672	9441	16371	0.0	8827	12710	0.0	17904	8316	0.0	57	2938	1335	6873	0.0	210134	10753	11628	4207	2494	25433	42744
Alistipes_putredinis	0.0	58970	173605	4950	158668	0.0	3057	121195	0.0	0.0	0.0	415	47053	97222	31500	29012	65099	384	131833	435	21929	26405	26511	0.0	119626	282	20761	1307	272389	53879	11026	82112	77864	17676	62245	1075	401697	13587	56684	479415	47637	148922	58238	92919	106647	378821	324	230809	53031	19145	135910	95849	189872	3587	0.0	79249	69852	0.0	83350	44957	0.0	270967	405	90154	99989	191783	79481	16718	0.0	0.0	0.0	99066	319	127	1602	690816	18986	10008	36571	233093	27602	0.0	102973	138493	0.0	88787	33246	0.0	54788	23026	0.0	0.0	93	228089	31259	102768	92181	1014	84573	247603
Alistipes_senegalensis	1804	6511	400	1426	55	0.0	0.0	0.0	110	0.0	57	27	1845	0.0	0.0	167	0.0	167	0.0	0.0	0.0	252	0.0	0.0	167	560	0.0	1585	5386	695	0.0	0.0	0.0	0.0	0.0	958	0.0	3511	903	0.0	0.0	219	0.0	0.0	0.0	0.0	0.0	163	910	112	9041	973	5079	0.0	242	1736	325	1372	0.0	2741	496	582	390	406	900	0.0	0.0	0.0	0.0	0.0	0.0	1462	1410	138	28	0.0	0.0	0.0	2311	1329	749	0.0	0.0	1025	0.0	0.0	0.0	0.0	650	279	215	0.0	664	0.0	0.0	351	0.0	564	0.0	661
Alistipes_shahii	9714	5464	6130	11654	11532	0.0	326	647	28274	0.0	2143	19065	30501	18440	13501	2050	6255	27082	9717	2679	3646	10107	7167	0.0	0.0	2466	2192	32358	51951	22010	364	6663	3696	762	18800	26177	14422	32024	2973	42629	5283	21956	5279	32	0.0	0.0	528	21199	1401	2562	41974	11511	16566	3421	18648	40757	34412	28154	17580	20400	5116	52512	7025	7667	9348	4318	2295	91343	1583	610	0.0	95023	19161	2304	2176	0.0	10776	0.0	5609	158559	13289	31870	13418	46933	0.0	0.0	5509	0.0	6624	161	1047	8561	2321	7134	1700	16280	2333	13732	4366	21878
Alistipes_sp_AP11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23360
